Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Fine Particulate Matter (µg/m³)
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Jun,6,10.46
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Jul,7,14.9
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Aug,8,13.72
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Sep,9,9.67
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Oct,10,8.14
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Nov,11,13.84
,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,Dec,12,12.34
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,2006,2006,,,11.35
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Jan,1,10.89
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Feb,2,11.42
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Mar,3,10.1
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Apr,4,7.49
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,May,5,9.94
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Jun,6,11.37
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Jul,7,11.29
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Aug,8,8.97
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Sep,9,11.15
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Oct,10,10.31
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Nov,11,11.42
,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,Dec,12,13.97
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,2007,2007,,,10.69
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Jan,1,12.21
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Feb,2,14.42
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Mar,3,10.34
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Apr,4,10.17
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,May,5,6.68
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Jun,6,8.1
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Jul,7,12.01
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Aug,8,8.82
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Sep,9,10.02
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Oct,10,7.04
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Nov,11,10.18
,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,Dec,12,8.83
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,2008,2008,,,9.88
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Jan,1,15.28
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Feb,2,11.29
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Mar,3,10.19
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Apr,4,11.08
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,May,5,10.93
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Jun,6,12.73
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Jul,7,13.19
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Aug,8,13.72
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Sep,9,14.02
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Oct,10,9.3
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Nov,11,13.83
,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,Dec,12,13.77
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,2009,2009,,,12.45
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Jan,1,12.19
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Feb,2,10.74
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Mar,3,9.94
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Apr,4,10.93
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,May,5,9.77
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Jun,6,12.69
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Jul,7,13.92
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Aug,8,15.14
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Sep,9,10.79
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Oct,10,10.48
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Nov,11,11.39
,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,Dec,12,13.2
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,2010,2010,,,11.78
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Jan,1,12.86
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Feb,2,9.86
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Mar,3,9.91
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Apr,4,8.3
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,May,5,9.62
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Jun,6,13.31
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Jul,7,13.07
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Aug,8,11.37
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Sep,9,11.9
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Oct,10,11.13
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Nov,11,11.27
,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,Dec,12,15.07
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,2011,2011,,,11.49
Total,Census Region 2: Midwest,CENS-R2,Michigan,26,,,,,11.41
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Jan,1,13.99
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Feb,2,17.23
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Mar,3,16.74
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Apr,4,13.07
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,May,5,12.66
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Jun,6,17.33
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Jul,7,18.08
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Aug,8,22.27
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Sep,9,14.65
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Oct,10,12.54
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Nov,11,13.2
,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,Dec,12,11.68
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2003,2003,,,15.28
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Jan,1,11.26
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Feb,2,17.56
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Mar,3,12.94
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Apr,4,11.46
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,May,5,14.59
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Jun,6,14.8
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Jul,7,18.34
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Aug,8,17.21
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Sep,9,19.1
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Oct,10,14.95
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Nov,11,12.04
,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,Dec,12,13.14
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2004,2004,,,14.77
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Jan,1,13.26
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Feb,2,17.25
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Mar,3,15.31
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Apr,4,11.87
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,May,5,13.17
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Jun,6,20.56
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Jul,7,20.07
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Aug,8,20.2
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Sep,9,20.41
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Oct,10,13.51
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Nov,11,10.89
,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,Dec,12,14.82
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2005,2005,,,15.93
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Jan,1,10.61
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Feb,2,12.74
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Mar,3,12.8
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Apr,4,10.85
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,May,5,12.86
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Jun,6,14.48
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Jul,7,23.4
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Aug,8,20.21
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Sep,9,13.8
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Oct,10,9.99
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Nov,11,14.59
,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,Dec,12,12.74
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2006,2006,,,14.11
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Jan,1,10.1
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Feb,2,13.8
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Mar,3,12.84
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Apr,4,10.44
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,May,5,17.38
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Jun,6,16.92
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Jul,7,16.48
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Aug,8,19.03
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Sep,9,16.35
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Oct,10,12.03
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Nov,11,12.95
,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,Dec,12,14.53
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2007,2007,,,14.41
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Jan,1,13.94
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Feb,2,15.57
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Mar,3,13.44
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Apr,4,13.06
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,May,5,10.72
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Jun,6,12.65
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Jul,7,18.43
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Aug,8,15.05
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Sep,9,14.46
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Oct,10,9.3
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Nov,11,13.76
,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,Dec,12,11.05
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2008,2008,,,13.44
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Jan,1,14.33
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Feb,2,11.28
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Mar,3,11.72
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Apr,4,13.07
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,May,5,12.36
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Jun,6,14.77
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Jul,7,15.89
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Aug,8,17.38
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Sep,9,16.02
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Oct,10,9.2
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Nov,11,13.04
,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,Dec,12,11.42
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2009,2009,,,13.38
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Jan,1,11.81
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Feb,2,11.67
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Mar,3,10.83
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Apr,4,13.16
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,May,5,11.91
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Jun,6,14.82
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Jul,7,17.62
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Aug,8,18.2
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Sep,9,11.1
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Oct,10,12.38
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Nov,11,12.09
,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,Dec,12,12.79
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2010,2010,,,13.22
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Jan,1,13.71
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Feb,2,11.06
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Mar,3,11.83
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Apr,4,11.55
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,May,5,12.78
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Jun,6,16.57
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Jul,7,16.77
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Aug,8,14.24
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Sep,9,14.49
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Oct,10,12.55
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Nov,11,11.33
,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,Dec,12,14.84
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,2011,2011,,,13.49
Total,Census Region 2: Midwest,CENS-R2,Ohio,39,,,,,14.23
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Jan,1,9.96
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Feb,2,12.81
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Mar,3,15.45
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Apr,4,9.65
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,May,5,10.16
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Jun,6,11.16
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Jul,7,10.82
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Aug,8,13.16
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Sep,9,11.78
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Oct,10,9.04
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Nov,11,10.11
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,Dec,12,12.1
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2003,2003,,,11.35
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Jan,1,11.72
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Feb,2,17.7
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Mar,3,11.71
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Apr,4,7.98
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,May,5,7.92
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Jun,6,7.81
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Jul,7,12.49
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Aug,8,8.43
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Sep,9,12.15
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Oct,10,9.52
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Nov,11,10.32
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,Dec,12,10.53
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2004,2004,,,10.66
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Jan,1,14.53
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Feb,2,16.57
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Mar,3,11.23
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Apr,4,9.16
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,May,5,8.6
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Jun,6,11.57
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Jul,7,11.66
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Aug,8,12.15
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Sep,9,11.27
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Oct,10,9.05
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Nov,11,8.67
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,Dec,12,13.33
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2005,2005,,,11.45
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Jan,1,10.9
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Feb,2,10.83
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Mar,3,12.23
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Apr,4,8.95
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,May,5,9.67
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Jun,6,10.98
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Jul,7,13.77
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Aug,8,13.76
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Sep,9,8.89
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Oct,10,8.69
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Nov,11,15.74
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,Dec,12,12.51
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2006,2006,,,11.42
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Jan,1,12.37
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Feb,2,13.18
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Mar,3,12.13
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Apr,4,7.76
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,May,5,10.28
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Jun,6,11.24
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Jul,7,11.36
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Aug,8,10.44
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Sep,9,10.04
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Oct,10,9.23
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Nov,11,12.43
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,Dec,12,20.13
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2007,2007,,,11.72
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Jan,1,12.6
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Feb,2,15.47
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Mar,3,10.32
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Apr,4,11.02
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,May,5,6.99
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Jun,6,8.15
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Jul,7,11.11
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Aug,8,8.9
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Sep,9,10.14
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Oct,10,7.66
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Nov,11,9.68
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,Dec,12,9.27
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2008,2008,,,10.08
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Jan,1,16.13
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Feb,2,11.52
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Mar,3,9.77
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Apr,4,10.38
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,May,5,11.1
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Jun,6,12.56
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Jul,7,13.58
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Aug,8,14.64
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Sep,9,15.19
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Oct,10,9.81
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Nov,11,15.07
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,Dec,12,16.34
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2009,2009,,,13.02
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Jan,1,13.14
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Feb,2,11.15
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Mar,3,10.22
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Apr,4,11.2
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,May,5,10.14
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Jun,6,12.6
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Jul,7,13.83
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Aug,8,14.92
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Sep,9,11.54
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Oct,10,10.76
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Nov,11,11.61
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,Dec,12,13.79
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2010,2010,,,12.09
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Jan,1,13.18
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Feb,2,9.87
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Mar,3,9.6
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Apr,4,8.92
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,May,5,9.43
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Jun,6,13.3
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Jul,7,13.05
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Aug,8,11.87
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Sep,9,11.43
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Oct,10,10.94
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Nov,11,11.08
,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,Dec,12,14.97
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,2011,2011,,,11.49
Total,Census Region 2: Midwest,CENS-R2,Wisconsin,55,,,,,11.47
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Jan,1,9.65
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Feb,2,12.35
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Mar,3,15.53
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Apr,4,12.1
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,May,5,9.85
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Jun,6,10.72
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Jul,7,11.19
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Aug,8,13.34
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Sep,9,9.09
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Oct,10,8.3
,Census Region 2: Midwest,CENS-R2,Iowa,19,2003,2003,Nov,11,8.91
