Notes,Region,Region Code,State,State Code,Year,Year Code,Month,Month Code,Avg Fine Particulate Matter (µg/m³)
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Oct,10,8.45
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Nov,11,12.16
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,Dec,12,11.94
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2009,2009,,,11.13
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Jan,1,10.96
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Feb,2,10.12
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Mar,3,10.1
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Apr,4,11.05
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,May,5,11.57
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Jun,6,11
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Jul,7,12.15
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Aug,8,11.2
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Sep,9,10.95
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Oct,10,9.87
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Nov,11,11.18
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,Dec,12,11.6
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2010,2010,,,10.99
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Jan,1,12.53
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Feb,2,10.12
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Mar,3,9.29
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Apr,4,8.87
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,May,5,9.38
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Jun,6,12.38
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Jul,7,10.41
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Aug,8,10.97
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Sep,9,9.35
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Oct,10,9.18
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Nov,11,9.31
,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,Dec,12,13.83
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,2011,2011,,,10.48
Total,Census Region 1: Northeast,CENS-R1,Massachusetts,25,,,,,10.69
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Jan,1,11.72
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Feb,2,10.75
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Mar,3,10.56
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Apr,4,7.23
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,May,5,6.1
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Jun,6,12.37
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Jul,7,13.05
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Aug,8,12.02
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Sep,9,8.08
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Oct,10,9.66
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Nov,11,10.01
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,Dec,12,8.92
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2003,2003,,,10.04
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Jan,1,9.16
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Feb,2,10.08
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Mar,3,11.23
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Apr,4,6.88
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,May,5,8.47
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Jun,6,9.08
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Jul,7,12.35
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Aug,8,12.93
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Sep,9,8.8
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Oct,10,8.52
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Nov,11,8.76
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,Dec,12,10.83
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2004,2004,,,9.77
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Jan,1,9.23
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Feb,2,9.86
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Mar,3,8.65
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Apr,4,7.36
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,May,5,6.44
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Jun,6,14.07
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Jul,7,12.55
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Aug,8,11.6
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Sep,9,10.01
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Oct,10,6.59
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Nov,11,10.49
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,Dec,12,11.42
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2005,2005,,,9.85
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Jan,1,11.09
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Feb,2,9.25
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Mar,3,7.37
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Apr,4,5.78
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,May,5,7.55
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Jun,6,10.2
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Jul,7,14.14
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Aug,8,8.45
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Sep,9,7.14
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Oct,10,6.2
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Nov,11,9.25
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,Dec,12,8.71
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2006,2006,,,8.76
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Jan,1,7.89
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Feb,2,9.91
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Mar,3,8.86
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Apr,4,5.96
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,May,5,8.35
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Jun,6,11.17
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Jul,7,11.87
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Aug,8,10.96
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Sep,9,8.43
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Oct,10,8.41
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Nov,11,8.23
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,Dec,12,10.64
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2007,2007,,,9.22
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Jan,1,12.08
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Feb,2,9.81
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Mar,3,7.69
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Apr,4,7.56
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,May,5,7.23
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Jun,6,12.4
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Jul,7,14.14
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Aug,8,8.93
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Sep,9,7.17
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Oct,10,8.05
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Nov,11,9.36
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,Dec,12,10.66
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2008,2008,,,9.59
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Jan,1,13.57
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Feb,2,10.45
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Mar,3,9.91
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Apr,4,9.65
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,May,5,10.11
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Jun,6,12.02
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Jul,7,10.68
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Aug,8,11.93
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Sep,9,12.34
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Oct,10,8.59
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Nov,11,12.57
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,Dec,12,12.08
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2009,2009,,,11.16
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Jan,1,11.06
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Feb,2,10.08
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Mar,3,10.08
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Apr,4,10.45
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,May,5,10.94
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Jun,6,11.05
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Jul,7,11.7
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Aug,8,10.55
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Sep,9,11.13
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Oct,10,10.36
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Nov,11,11.3
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,Dec,12,11.97
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2010,2010,,,10.89
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Jan,1,12.54
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Feb,2,9.98
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Mar,3,9.14
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Apr,4,8.4
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,May,5,9.51
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Jun,6,12.2
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Jul,7,10.59
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Aug,8,10.57
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Sep,9,9.43
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Oct,10,9.47
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Nov,11,9.5
,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,Dec,12,14.26
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,2011,2011,,,10.48
Total,Census Region 1: Northeast,CENS-R1,New Hampshire,33,,,,,9.97
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Jan,1,13.77
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Feb,2,14.45
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Mar,3,12.91
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Apr,4,9.17
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,May,5,9.64
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Jun,6,15.21
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Jul,7,15.4
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Aug,8,13.91
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Sep,9,8.36
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Oct,10,11.06
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Nov,11,12.76
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,Dec,12,9.59
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2003,2003,,,12.18
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Jan,1,11.45
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Feb,2,12.03
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Mar,3,12.28
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Apr,4,9.52
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,May,5,11.98
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Jun,6,12.66
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Jul,7,14.19
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Aug,8,12.82
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Sep,9,8.98
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Oct,10,9.39
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Nov,11,10.89
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,Dec,12,12.18
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2004,2004,,,11.54
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Jan,1,11.77
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Feb,2,12.88
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Mar,3,10.91
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Apr,4,9.28
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,May,5,7.9
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Jun,6,14.65
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Jul,7,14.47
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Aug,8,14.76
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Sep,9,10.38
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Oct,10,6.34
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Nov,11,12.54
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,Dec,12,14.14
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2005,2005,,,11.66
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Jan,1,12.25
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Feb,2,11.83
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Mar,3,8.41
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Apr,4,7.32
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,May,5,9.45
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Jun,6,11.6
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Jul,7,16.97
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Aug,8,10.31
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Sep,9,8.86
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Oct,10,8.2
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Nov,11,11.3
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,Dec,12,10.6
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2006,2006,,,10.59
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Jan,1,9.1
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Feb,2,10.72
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Mar,3,8.61
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Apr,4,6.53
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,May,5,8.6
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Jun,6,12.41
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Jul,7,13.88
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Aug,8,12.24
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Sep,9,8.88
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Oct,10,9.82
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Nov,11,10.03
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,Dec,12,12.24
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2007,2007,,,10.26
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Jan,1,12.82
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Feb,2,11.69
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Mar,3,7.79
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Apr,4,7.74
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,May,5,8.21
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Jun,6,15.37
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Jul,7,16.36
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Aug,8,8.77
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Sep,9,7.15
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Oct,10,8.33
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Nov,11,8.69
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,Dec,12,9.8
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2008,2008,,,10.22
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Jan,1,13.32
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Feb,2,9.91
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Mar,3,10.37
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Apr,4,10.01
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,May,5,9.72
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Jun,6,12.43
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Jul,7,10.31
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Aug,8,11.34
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Sep,9,11.79
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Oct,10,8.39
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Nov,11,11.98
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,Dec,12,11.82
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2009,2009,,,10.95
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Jan,1,10.88
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Feb,2,10.1
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Mar,3,9.94
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Apr,4,10.77
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,May,5,11.31
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Jun,6,10.69
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Jul,7,11.62
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Aug,8,11.22
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Sep,9,10.57
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Oct,10,9.83
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Nov,11,11.03
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,Dec,12,11.37
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2010,2010,,,10.78
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Jan,1,12.51
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Feb,2,10.14
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Mar,3,9.41
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Apr,4,8.79
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,May,5,8.99
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Jun,6,12.22
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Jul,7,10.1
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Aug,8,10.5
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Sep,9,9.13
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Oct,10,8.94
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Nov,11,9.08
,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,Dec,12,13.51
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,2011,2011,,,10.28
Total,Census Region 1: Northeast,CENS-R1,Rhode Island,44,,,,,10.94
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Jan,1,11.05
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Feb,2,10.51
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Mar,3,10.95
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Apr,4,7.04
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,May,5,5.8
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Jun,6,11.97
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Jul,7,12.49
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Aug,8,11.82
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Sep,9,8.22
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Oct,10,9.07
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Nov,11,9.14
,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,Dec,12,8.5
Total,Census Region 1: Northeast,CENS-R1,Vermont,50,2003,2003,,,9.71
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Jan,1,8.55
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Feb,2,10.22
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Mar,3,10.91
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Apr,4,6.49
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,May,5,8.14
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Jun,6,8.83
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Jul,7,12.3
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Aug,8,12.84
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Sep,9,8.8
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Oct,10,8.27
,Census Region 1: Northeast,CENS-R1,Vermont,50,2004,2004,Nov,11,8.37
