,FIPS,County,State,State Abbreviation,2010 Census,2011 Estimate,2012 Estimate,2013 Estimate,2014 Estimate,2015 Estimate,2016 Estimate,2017 Estimate
2427,46137,ziebach,south dakota,SD,2801,2839,2879,2854,2860,2839,2874,2756
2428,47001,anderson,tennessee,TN,75129,75173,75196,75258,75131,75459,75585,76257
2429,47003,bedford,tennessee,TN,45058,45227,45262,45584,46259,46892,47420,48117
2430,47005,benton,tennessee,TN,16489,16488,16414,16358,16176,16192,16059,15986
2431,47007,bledsoe,tennessee,TN,12876,12906,12851,13846,14419,14483,14599,14717
2432,47009,blount,tennessee,TN,123010,123653,123904,124844,125827,126832,128244,129929
2433,47011,bradley,tennessee,TN,98963,99838,101061,101747,102816,103802,104407,105560
2434,47013,campbell,tennessee,TN,40716,40567,40478,40217,39895,39687,39671,39648
2435,47015,cannon,tennessee,TN,13801,13723,13803,13704,13614,13754,13907,14216
2436,47017,carroll,tennessee,TN,28522,28530,28652,28588,28358,27953,27924,27860
2437,47019,carter,tennessee,TN,57424,57353,57254,56917,56270,56366,56458,56488
2438,47021,cheatham,tennessee,TN,39105,38971,39220,39334,39604,39571,39728,40330
2439,47023,chester,tennessee,TN,17131,17126,17052,17079,17101,17083,17102,17119
2440,47025,claiborne,tennessee,TN,32213,32087,31746,31613,31529,31517,31561,31609
2441,47027,clay,tennessee,TN,7861,7767,7727,7708,7639,7683,7688,7703
2442,47029,cocke,tennessee,TN,35662,35401,35455,35325,35201,35068,35160,35556
2443,47031,coffee,tennessee,TN,52796,52909,53144,53295,53521,54094,54428,55034
2444,47033,crockett,tennessee,TN,14586,14558,14610,14608,14645,14578,14467,14473
2445,47035,cumberland,tennessee,TN,56053,56522,56894,57322,57836,58122,58532,59078
2446,47037,davidson,tennessee,TN,626681,635602,649326,659868,670314,681285,688901,691243
2447,47039,decatur,tennessee,TN,11757,11681,11633,11662,11680,11600,11711,11751
2448,47041,dekalb,tennessee,TN,18723,18758,18859,19112,19219,19274,19442,19852
2449,47043,dickson,tennessee,TN,49666,49924,50115,50131,50473,51327,51922,52853
2450,47045,dyer,tennessee,TN,38335,38110,38183,38088,37815,37782,37605,37463
2451,47047,fayette,tennessee,TN,38413,38566,38671,38821,39031,39218,39575,40036
2452,47049,fentress,tennessee,TN,17959,17993,17887,17910,17838,17860,17955,18136
2453,47051,franklin,tennessee,TN,41052,40818,40678,41173,41268,41324,41567,41652
2454,47053,gibson,tennessee,TN,49683,49829,49625,49330,49368,49196,49103,49111
2455,47055,giles,tennessee,TN,29485,29326,28969,28806,28824,28950,29140,29401
2456,47057,grainger,tennessee,TN,22657,22750,22689,22736,22865,22851,23112,23144
2457,47059,greene,tennessee,TN,68831,69090,68692,68293,68440,68500,68559,68808
2458,47061,grundy,tennessee,TN,13703,13587,13591,13448,13374,13334,13279,13361
2459,47063,hamblen,tennessee,TN,62544,62801,62683,62997,62952,63384,63717,64277
2460,47065,hamilton,tennessee,TN,336463,341035,345693,348919,350602,353748,358061,361613
2461,47067,hancock,tennessee,TN,6819,6699,6660,6626,6624,6579,6597,6600
2462,47069,hardeman,tennessee,TN,27253,26848,26546,26282,25931,25783,25476,25447
2463,47071,hardin,tennessee,TN,26026,25869,25963,25924,25794,25741,25759,25846
2464,47073,hawkins,tennessee,TN,56833,56528,56413,56577,56368,56242,56366,56459
2465,47075,haywood,tennessee,TN,18787,18535,18246,18206,18164,17973,17803,17573
2466,47077,henderson,tennessee,TN,27769,28011,28014,27948,27987,27964,27793,27751
2467,47079,henry,tennessee,TN,32330,32410,32376,32229,32246,32145,32245,32450
2468,47081,hickman,tennessee,TN,24690,24360,24191,24202,24431,24366,24649,24864
2469,47083,houston,tennessee,TN,8426,8343,8400,8271,8216,8122,8118,8213
2470,47085,humphreys,tennessee,TN,18538,18399,18284,18245,18148,18146,18381,18484
2471,47087,jackson,tennessee,TN,11638,11532,11534,11545,11520,11523,11602,11677
2472,47089,jefferson,tennessee,TN,51407,51891,52231,52105,52384,52987,53157,53804
2473,47091,johnson,tennessee,TN,18244,18207,18149,17995,17932,17835,17777,17691
2474,47093,knox,tennessee,TN,432226,436653,440705,444194,447939,451321,456114,461860
2475,47095,lake,tennessee,TN,7832,7793,7720,7699,7669,7574,7530,7468
2476,47097,lauderdale,tennessee,TN,27815,27682,27665,27562,27360,26940,25350,25274
2477,47099,lawrence,tennessee,TN,41869,42064,42073,41921,42210,42449,42979,43396
2478,47101,lewis,tennessee,TN,12161,12145,11941,11993,11896,11883,11912,12035
2479,47103,lincoln,tennessee,TN,33361,33372,33365,33474,33409,33554,33528,33751
2480,47105,loudon,tennessee,TN,48556,49101,49744,50307,50533,50852,51275,52152
2481,47107,mcminn,tennessee,TN,52266,52308,52365,52330,52538,52439,52659,52877
2482,47109,mcnairy,tennessee,TN,26075,26052,26120,26028,26025,25860,25810,26004
2483,47111,macon,tennessee,TN,22248,22436,22473,22606,22937,23120,23455,24079
2484,47113,madison,tennessee,TN,98294,98030,98493,98689,98064,97523,97514,97643
2485,47115,marion,tennessee,TN,28237,28093,28214,28301,28350,28376,28321,28425
2486,47117,marshall,tennessee,TN,30617,30840,30915,31070,31250,31543,31973,32931
2487,47119,maury,tennessee,TN,80956,81470,81981,83542,85345,87390,89588,92163
2488,47121,meigs,tennessee,TN,11753,11668,11669,11651,11699,11785,11948,12068
2489,47123,monroe,tennessee,TN,44519,44912,45082,45200,45388,45693,45967,46240
2490,47125,montgomery,tennessee,TN,172331,176475,184671,184104,188979,192542,194795,200182
2491,47127,moore,tennessee,TN,6362,6373,6310,6280,6298,6256,6293,6384
2492,47129,morgan,tennessee,TN,21987,21997,21892,21661,21688,21487,21724,21636
2493,47131,obion,tennessee,TN,31807,31668,31306,31011,30815,30559,30526,30385
2494,47133,overton,tennessee,TN,22083,22161,22165,21971,21948,22067,21978,22012
2495,47135,perry,tennessee,TN,7915,7861,7848,7878,7819,7848,7892,7975
2496,47137,pickett,tennessee,TN,5077,5096,5037,5004,5068,5126,5085,5073
2497,47139,polk,tennessee,TN,16825,16745,16613,16636,16685,16763,16770,16757
2498,47141,putnam,tennessee,TN,72321,73016,73472,74015,74913,75098,76123,77674
2499,47143,rhea,tennessee,TN,31809,32065,32328,32463,32525,32320,32392,32691
2500,47145,roane,tennessee,TN,54181,53916,53558,53106,52827,52748,52913,53036
2501,47147,robertson,tennessee,TN,66283,66705,66728,67221,67869,68429,69177,70177
2502,47149,rutherford,tennessee,TN,262604,268966,274124,280914,288608,297920,307683,317157
2503,47151,scott,tennessee,TN,22228,22102,22136,21997,21986,21881,21892,21989
2504,47153,sequatchie,tennessee,TN,14112,14249,14343,14528,14634,14631,14740,14736
2505,47155,sevier,tennessee,TN,89889,91107,92231,93298,94570,95502,96609,97638
2506,47157,shelby,tennessee,TN,927644,933268,939425,938825,938434,937885,937130,936961
2507,47159,smith,tennessee,TN,19166,19131,19103,19040,19026,19228,19466,19636
2508,47161,stewart,tennessee,TN,13324,13228,13315,13297,13218,13198,13174,13355
2509,47163,sullivan,tennessee,TN,156823,156881,156385,156270,156513,156318,156335,157158
2510,47165,sumner,tennessee,TN,160645,163584,165783,168623,172183,175193,179108,183545
2511,47167,tipton,tennessee,TN,61081,61241,61509,61535,61566,61525,61176,61366
2512,47169,trousdale,tennessee,TN,7870,7810,7787,7801,7993,8040,9950,10083
2513,47171,unicoi,tennessee,TN,18313,18288,18227,18043,17905,17779,17665,17759
2514,47173,union,tennessee,TN,19109,19191,19103,19054,18990,19161,19232,19442
2515,47175,van buren,tennessee,TN,5548,5535,5631,5573,5653,5692,5716,5742
2516,47177,warren,tennessee,TN,39839,39887,39731,39859,39934,40206,40400,40651
2517,47179,washington,tennessee,TN,122979,123858,124775,125353,125736,126072,127220,127806
2518,47181,wayne,tennessee,TN,17021,16942,16918,16850,16788,16677,16665,16583
2519,47183,weakley,tennessee,TN,35021,34855,34548,34144,33987,33846,33568,33337
2520,47185,white,tennessee,TN,25841,26009,26017,26173,26229,26362,26451,26753
2521,47187,williamson,tennessee,TN,183182,188395,193073,198991,205213,211456,218888,226257
2522,47189,wilson,tennessee,TN,113993,116756,118991,121914,125146,128434,132433,136442
2523,48001,anderson,texas,TX,58458,58379,58036,57960,57837,57641,57558,57741
2524,48003,andrews,texas,TX,14786,15386,16106,16788,17448,18092,17837,17722
2525,48005,angelina,texas,TX,86771,87282,87496,87365,87601,87901,87830,87805
2526,48007,aransas,texas,TX,23158,23228,23462,23897,24581,24834,25275,25572
2527,48009,archer,texas,TX,9054,8834,8808,8793,8835,8755,8774,8809
2528,48011,armstrong,texas,TX,1901,1937,1955,1940,1917,1902,1856,1879
2529,48013,atascosa,texas,TX,44911,45483,46415,46997,47700,48349,48666,48981
2530,48015,austin,texas,TX,28417,28570,28516,28651,28940,29447,29637,29786
2531,48017,bailey,texas,TX,7165,7159,7107,7097,6939,7199,7180,7077
2532,48019,bandera,texas,TX,20485,20538,20595,20561,20814,21146,21710,22351
2533,48021,bastrop,texas,TX,74171,75090,74799,75896,77919,80198,82754,84761
2534,48023,baylor,texas,TX,3726,3695,3590,3577,3567,3649,3638,3581
2535,48025,bee,texas,TX,31861,32312,32474,32803,32837,32609,32835,32563
2536,48027,bell,texas,TX,310235,315809,324989,327150,330248,336094,341203,347833
2537,48029,bexar,texas,TX,1714773,1755124,1788244,1821250,1857635,1894811,1927747,1958578
2538,48031,blanco,texas,TX,10497,10569,10614,10636,10804,11038,11341,11626
2539,48033,borden,texas,TX,641,632,614,646,666,656,660,673
2540,48035,bosque,texas,TX,18212,18260,18123,17862,17716,17863,18010,18326
2541,48037,bowie,texas,TX,92565,92907,93114,93456,93428,93400,93881,94012
2542,48039,brazoria,texas,TX,313166,319274,324433,330170,337782,345738,353828,362457
2543,48041,brazos,texas,TX,194851,197493,200269,204151,208720,215891,219561,222830
2544,48043,brewster,texas,TX,9232,9352,9262,9290,9150,9132,9193,9337
2545,48045,briscoe,texas,TX,1637,1657,1573,1559,1549,1513,1486,1528
2546,48047,brooks,texas,TX,7223,7222,7198,7261,7256,7238,7263,7235
2547,48049,brown,texas,TX,38106,37981,37755,37610,37500,37709,38065,38053
2548,48051,burleson,texas,TX,17187,17304,17409,17244,17353,17559,17811,18011
2549,48053,burnet,texas,TX,42750,43216,43377,43605,43979,44781,45914,46804
2550,48055,caldwell,texas,TX,38066,38422,38684,39205,39693,40377,41108,42338
2551,48057,calhoun,texas,TX,21381,21356,21575,21735,21805,21881,21942,21744
2552,48059,callahan,texas,TX,13544,13508,13483,13496,13499,13580,13777,13946
2553,48061,cameron,texas,TX,406220,412917,415370,417095,418838,419579,421766,423725
2554,48063,camp,texas,TX,12401,12408,12460,12435,12622,12663,12775,12855
2555,48065,carson,texas,TX,6182,6234,6086,5984,6033,6007,6107,6032
2556,48067,cass,texas,TX,30464,30275,30023,30232,30121,30143,30080,30012
2557,48069,castro,texas,TX,8062,8070,8217,8081,7909,7801,7823,7843
2558,48071,chambers,texas,TX,35096,35683,36489,37350,38283,39059,40283,41441
2559,48073,cherokee,texas,TX,50845,51076,51261,51088,51174,51573,51896,52240
2560,48075,childress,texas,TX,7041,7030,7098,7055,7062,7040,7095,7067
2561,48077,clay,texas,TX,10752,10666,10522,10453,10374,10353,10242,10421
2562,48079,cochran,texas,TX,3127,3075,3021,3002,2934,2961,2911,2851
2563,48081,coke,texas,TX,3320,3266,3201,3179,3215,3225,3263,3306
2564,48083,coleman,texas,TX,8895,8745,8668,8526,8416,8315,8421,8430
2565,48085,collin,texas,TX,782341,813986,836789,858110,885632,914578,942453,969603
2566,48087,collingsworth,texas,TX,3057,3081,3019,3095,3010,3010,3028,2987
2567,48089,colorado,texas,TX,20874,20785,20698,20708,20687,20910,21027,21232
2568,48091,comal,texas,TX,108472,112039,114808,118576,123120,128653,134142,141009
2569,48093,comanche,texas,TX,13974,13853,13709,13540,13457,13368,13521,13573
2570,48095,concho,texas,TX,4087,4117,4055,4094,4065,4140,4273,2717
2571,48097,cooke,texas,TX,38437,38384,38675,38429,38691,39063,39244,39895
2572,48099,coryell,texas,TX,75388,76641,78488,76779,76225,76231,74943,74913
2573,48101,cottle,texas,TX,1505,1506,1484,1441,1428,1438,1404,1387
2574,48103,crane,texas,TX,4375,4358,4527,4722,4906,5007,4807,4740
2575,48105,crockett,texas,TX,3719,3656,3703,3761,3786,3732,3653,3564
2576,48107,crosby,texas,TX,6059,6040,6030,5919,5824,5916,5917,5899
2577,48109,culberson,texas,TX,2398,2392,2315,2305,2280,2251,2219,2231
2578,48111,dallam,texas,TX,6703,6882,7048,7102,7203,7264,7256,7208
2579,48113,dallas,texas,TX,2368139,2408133,2454781,2483807,2517417,2554233,2587462,2618148
2580,48115,dawson,texas,TX,13833,13744,13601,13202,13434,12984,13042,12813
2581,48117,deaf smith,texas,TX,19372,19490,19327,19148,19099,18802,18850,18836
2582,48119,delta,texas,TX,5231,5146,5241,5118,5139,5157,5146,5298
2583,48121,denton,texas,TX,662614,685934,708139,729013,753511,779572,808299,836210
2584,48123,dewitt,texas,TX,20097,20202,20365,20382,20516,20630,20618,20226
2585,48125,dickens,texas,TX,2444,2400,2321,2297,2212,2202,2201,2209
2586,48127,dimmit,texas,TX,9996,10111,10477,10905,11021,10981,10784,10418
2587,48129,donley,texas,TX,3677,3688,3645,3566,3502,3396,3392,3311
2588,48131,duval,texas,TX,11782,11795,11585,11587,11520,11343,11449,11273
2589,48133,eastland,texas,TX,18583,18576,18455,18277,18238,18161,18303,18411
2590,48135,ector,texas,TX,137130,139611,144455,149651,154566,159835,157580,157087
2591,48137,edwards,texas,TX,2002,1979,1988,1897,1902,1910,1918,1953
2592,48139,ellis,texas,TX,149610,152396,153712,155987,159185,163285,168381,173620
2593,48141,el paso,texas,TX,800647,819336,831126,830185,833495,832890,837147,840410
2594,48143,erath,texas,TX,37890,38925,39414,39903,40543,41221,41443,41969
2595,48145,falls,texas,TX,17866,17850,17561,17240,17207,17230,17331,17437
2596,48147,fannin,texas,TX,33915,33872,33576,33541,33615,33476,33855,34446
2597,48149,fayette,texas,TX,24554,24744,24654,24716,24789,24967,25070,25272
2598,48151,fisher,texas,TX,3974,3957,3848,3869,3873,3871,3881,3880
2599,48153,floyd,texas,TX,6446,6369,6349,6244,5945,5846,5876,5855
2600,48155,foard,texas,TX,1336,1362,1311,1288,1277,1228,1211,1222
2601,48157,fort bend,texas,TX,585375,606499,625394,652496,683943,713881,741958,764828
2602,48159,franklin,texas,TX,10605,10563,10639,10611,10563,10593,10659,10767
2603,48161,freestone,texas,TX,19816,19596,19475,19591,19656,19712,19647,19625
2604,48163,frio,texas,TX,17217,17495,17908,18383,18924,19260,19385,19600
2605,48165,gaines,texas,TX,17526,17902,18284,18793,19319,20213,20481,20638
2606,48167,galveston,texas,TX,291309,295609,301059,306662,313609,321305,329306,335036
2607,48169,garza,texas,TX,6461,6565,6417,6372,6408,6369,6444,6528
2608,48171,gillespie,texas,TX,24837,25038,25152,25320,25465,25959,26305,26646
2609,48173,glasscock,texas,TX,1226,1237,1273,1264,1317,1369,1350,1348
2610,48175,goliad,texas,TX,7210,7208,7332,7451,7504,7510,7521,7562
2611,48177,gonzales,texas,TX,19807,19742,19915,20139,20357,20538,20863,20893
2612,48179,gray,texas,TX,22535,22651,22908,22986,23437,23245,22738,22404
2613,48181,grayson,texas,TX,120877,121372,121750,122295,123540,125549,128206,131140
2614,48183,gregg,texas,TX,121730,122603,122995,123172,123027,123851,123594,123367
2615,48185,grimes,texas,TX,26604,26642,26672,26793,27009,27330,27574,28082
2616,48187,guadalupe,texas,TX,131533,135789,139586,142840,146765,150585,154596,159659
2617,48189,hale,texas,TX,36273,36398,36269,35703,34490,34099,34209,34134
2618,48191,hall,texas,TX,3353,3311,3266,3163,3071,3092,3112,3071
2619,48193,hamilton,texas,TX,8517,8384,8239,8228,8150,8070,8231,8422
2620,48195,hansford,texas,TX,5613,5574,5523,5536,5535,5609,5532,5447
2621,48197,hardeman,texas,TX,4139,4159,4096,4064,3988,3912,3991,3994
2622,48199,hardin,texas,TX,54635,55061,55117,55301,55505,55758,56261,57139
2623,48201,harris,texas,TX,4092459,4180816,4262689,4353517,4452695,4551362,4617041,4652980
2624,48203,harrison,texas,TX,65631,66324,66242,66254,66626,66760,66730,66661
2625,48205,hartley,texas,TX,6062,6028,6081,5993,6039,5674,5706,5691
2626,48207,haskell,texas,TX,5899,5958,5887,5905,5799,5817,5765,5746
2627,48209,hays,texas,TX,157107,163234,168478,176019,184871,194497,204345,214485
2628,48211,hemphill,texas,TX,3807,3951,4082,4143,4175,4292,4126,4024
2629,48213,henderson,texas,TX,78532,78792,78938,78628,79262,79447,80034,81064
2630,48215,hidalgo,texas,TX,774769,794639,806725,817526,829210,840113,850187,860661
2631,48217,hill,texas,TX,35089,35184,35134,34849,34774,34845,35171,35852
2632,48219,hockley,texas,TX,22935,22927,23063,23400,23461,23315,23103,23088
2633,48221,hood,texas,TX,51182,51543,52154,52889,53842,55330,56758,58273
2634,48223,hopkins,texas,TX,35161,35253,35313,35302,35683,35959,36203,36496
2635,48225,houston,texas,TX,23732,23425,23207,22806,22795,22736,22888,23021
2636,48227,howard,texas,TX,35012,34989,35482,36160,36501,37134,36618,36040
2637,48229,hudspeth,texas,TX,3476,3411,3352,3337,3258,3436,4073,4408
2638,48231,hunt,texas,TX,86129,86706,87009,87472,88655,89674,91939,93872
2639,48233,hutchinson,texas,TX,22150,22013,22004,21894,21898,21781,21570,21375
2640,48235,irion,texas,TX,1599,1592,1573,1611,1574,1543,1570,1516
2641,48237,jack,texas,TX,9044,9034,9003,8899,8861,8839,8766,8832
2642,48239,jackson,texas,TX,14075,14044,14267,14609,14721,14792,14851,14805
2643,48241,jasper,texas,TX,35710,36192,35837,35600,35409,35250,35401,35561
2644,48243,jeff davis,texas,TX,2342,2282,2296,2231,2220,2204,2245,2280
2645,48245,jefferson,texas,TX,252273,253397,251458,253022,252708,254889,255954,256299
2646,48247,jim hogg,texas,TX,5300,5286,5275,5261,5320,5284,5244,5202
2647,48249,jim wells,texas,TX,40838,41206,41628,41664,41472,41469,41115,40871
2648,48251,johnson,texas,TX,150934,152058,153374,154508,156749,159390,162915,167301
2649,48253,jones,texas,TX,20202,20267,19874,20037,19850,19983,19994,19983
2650,48255,karnes,texas,TX,14824,14947,14848,14722,14833,15247,15264,15187
2651,48257,kaufman,texas,TX,103350,105188,106533,108256,110914,114161,118046,122883
2652,48259,kendall,texas,TX,33410,34456,35574,37163,38408,39968,41964,44026
2653,48261,kenedy,texas,TX,416,436,444,435,431,433,428,417
2654,48263,kent,texas,TX,808,812,825,782,748,747,752,763
2655,48265,kerr,texas,TX,49625,49607,49686,49760,50275,50753,51296,51720
2656,48267,kimble,texas,TX,4607,4594,4526,4464,4465,4392,4428,4410
2657,48269,king,texas,TX,286,259,271,274,264,284,294,296
2658,48271,kinney,texas,TX,3598,3608,3638,3631,3548,3593,3640,3745
2659,48273,kleberg,texas,TX,32061,32026,32092,32016,31850,31398,31347,31088
2660,48275,knox,texas,TX,3719,3720,3729,3722,3801,3792,3740,3710
2661,48277,lamar,texas,TX,49793,49863,49684,49093,49393,49367,49565,49587
2662,48279,lamb,texas,TX,13977,14051,13853,13656,13484,13269,13223,13210
2663,48281,lampasas,texas,TX,19677,19926,20052,20140,20127,20416,20657,21027
2664,48283,la salle,texas,TX,6886,6999,7151,7440,7479,7644,7619,7584
2665,48285,lavaca,texas,TX,19263,19305,19524,19630,19779,19916,19910,20062
2666,48287,lee,texas,TX,16612,16555,16504,16554,16633,16883,16998,17183
2667,48289,leon,texas,TX,16801,16830,16743,16625,16734,17031,17196,17243
2668,48291,liberty,texas,TX,75643,75970,76340,76827,78014,79542,81377,83658
2669,48293,limestone,texas,TX,23384,23566,23645,23404,23499,23441,23527,23527
2670,48295,lipscomb,texas,TX,3302,3329,3442,3485,3547,3557,3509,3378
2671,48297,live oak,texas,TX,11531,11502,11649,11815,12044,12158,12022,12174
2672,48299,llano,texas,TX,19301,19061,19256,19499,19639,20057,20570,21210
2673,48301,loving,texas,TX,82,95,86,106,89,119,115,134
2674,48303,lubbock,texas,TX,278831,283388,286076,289611,294610,298463,302301,305225
2675,48305,lynn,texas,TX,5915,5887,5796,5728,5799,5746,5795,5859
2676,48307,mcculloch,texas,TX,8283,8254,8241,8244,8152,8253,8121,7957
2677,48309,mclennan,texas,TX,234906,237826,239292,241406,243091,245368,247478,251259
2678,48311,mcmullen,texas,TX,707,697,730,760,795,829,815,778
2679,48313,madison,texas,TX,13664,13739,13727,13800,13843,13936,14094,14222
2680,48315,marion,texas,TX,10546,10479,10378,10273,10148,10127,10087,10064
2681,48317,martin,texas,TX,4799,4889,4981,5274,5472,5676,5688,5626
2682,48319,mason,texas,TX,4012,4022,4040,4105,4078,4043,4161,4222
2683,48321,matagorda,texas,TX,36702,36681,36543,36506,36494,36762,37117,36840
2684,48323,maverick,texas,TX,54258,55224,55658,56462,57031,57658,57989,58216
2685,48325,medina,texas,TX,46006,46523,46817,47263,47834,48380,49196,50066
2686,48327,menard,texas,TX,2242,2212,2202,2135,2125,2131,2102,2124
2687,48329,midland,texas,TX,136872,140172,147270,152319,156564,162012,163473,165049
2688,48331,milam,texas,TX,24757,24597,24105,24082,24147,24380,24735,25053
2689,48333,mills,texas,TX,4936,4881,4827,4868,4867,4887,4894,4921
2690,48335,mitchell,texas,TX,9403,9394,9327,8999,9066,8856,8479,8468
2691,48337,montague,texas,TX,19719,19756,19474,19394,19381,19280,19436,19539
2692,48339,montgomery,texas,TX,455746,471438,484453,498467,516798,535214,554522,570934
2693,48341,moore,texas,TX,21904,22090,22437,22145,22021,21880,21935,22097
2694,48343,morris,texas,TX,12934,12770,12707,12682,12618,12391,12490,12467
2695,48345,motley,texas,TX,1210,1200,1197,1192,1149,1146,1172,1230
2696,48347,nacogdoches,texas,TX,64524,65639,65821,65163,65187,65464,65662,65580
2697,48349,navarro,texas,TX,47735,48053,48138,48029,47918,48170,48375,48701
2698,48351,newton,texas,TX,14445,14561,14431,14332,14296,14169,14186,13952
2699,48353,nolan,texas,TX,15216,15129,14892,15055,15114,15041,14968,14770
2700,48355,nueces,texas,TX,340223,343225,347848,352781,356452,360437,361529,361221
2701,48357,ochiltree,texas,TX,10223,10422,10581,10669,10685,10697,10295,10073
2702,48359,oldham,texas,TX,2052,2071,2046,2089,2070,2064,2074,2114
2703,48361,orange,texas,TX,81837,82337,82889,82816,83245,83928,84508,85047
2704,48363,palo pinto,texas,TX,28111,28052,27856,27872,28016,27956,28132,28570
2705,48365,panola,texas,TX,23796,24004,23987,23786,23741,23660,23440,23243
2706,48367,parker,texas,TX,116927,118312,119477,119797,122127,125568,128861,133463
2707,48369,parmer,texas,TX,10269,10260,10156,9961,9934,9800,9818,9842
2708,48371,pecos,texas,TX,15507,15639,15568,15656,15837,16017,15877,15634
2709,48373,polk,texas,TX,45413,45580,45512,45532,45825,46614,47735,49162
2710,48375,potter,texas,TX,121073,122313,122704,122088,121934,121129,120542,120458
2711,48377,presidio,texas,TX,7818,7756,7616,7389,7188,7054,7166,7156
2712,48379,rains,texas,TX,10914,11000,10933,11026,11005,11129,11307,11762
2713,48381,randall,texas,TX,120725,123437,124986,126746,128708,130406,132457,134442
2714,48383,reagan,texas,TX,3367,3391,3475,3630,3788,3809,3738,3710
2715,48385,real,texas,TX,3309,3431,3353,3319,3348,3297,3397,3429
2716,48387,red river,texas,TX,12860,12684,12729,12496,12458,12363,12217,12229
2717,48389,reeves,texas,TX,13783,13799,13959,14189,14509,14906,15069,15281
2718,48391,refugio,texas,TX,7383,7319,7252,7273,7354,7320,7293,7224
2719,48393,roberts,texas,TX,929,926,942,919,914,910,916,938
2720,48395,robertson,texas,TX,16622,16654,16448,16425,16460,16688,16858,17203
2721,48397,rockwall,texas,TX,78337,81034,82710,84704,87037,90121,93419,96788
2722,48399,runnels,texas,TX,10501,10494,10327,10185,10266,10356,10255,10266
2723,48401,rusk,texas,TX,53330,53680,53778,53336,53173,52930,52856,52833
2724,48403,sabine,texas,TX,10834,10725,10522,10423,10428,10447,10385,10461
2725,48405,san augustine,texas,TX,8865,8793,8789,8664,8473,8340,8283,8253
2726,48407,san jacinto,texas,TX,26384,26781,26946,26737,27056,27361,27757,28270
2727,48409,san patricio,texas,TX,64804,64455,65265,66134,66638,67084,67262,67215
2728,48411,san saba,texas,TX,6131,6037,5965,5690,5816,5917,5872,5959
2729,48413,schleicher,texas,TX,3461,3307,3258,3189,3163,3193,3064,3001
2730,48415,scurry,texas,TX,16921,16876,17102,17265,17399,17588,17430,17050
2731,48417,shackelford,texas,TX,3378,3338,3365,3379,3324,3345,3364,3328
2732,48419,shelby,texas,TX,25448,25730,26059,25984,25667,25503,25777,25513
2733,48421,sherman,texas,TX,3034,3014,3037,3069,3068,3060,3075,3067
2734,48423,smith,texas,TX,209714,212653,214707,216426,219517,222410,225305,227727
2735,48425,somervell,texas,TX,8490,8419,8545,8559,8553,8613,8680,8845
2736,48427,starr,texas,TX,60968,61582,61823,62290,62914,63512,63931,64454
2737,48429,stephens,texas,TX,9630,9526,9601,9361,9338,9383,9408,9337
2738,48431,sterling,texas,TX,1143,1169,1187,1226,1335,1331,1351,1295
2739,48433,stonewall,texas,TX,1490,1463,1452,1418,1387,1399,1402,1388
2740,48435,sutton,texas,TX,4128,3988,3914,3981,3959,3896,3865,3767
2741,48437,swisher,texas,TX,7854,7800,7842,7717,7552,7481,7440,7515
2742,48439,tarrant,texas,TX,1809034,1847875,1882399,1913133,1945378,1983642,2021746,2054475
2743,48441,taylor,texas,TX,131506,132858,134095,133893,134794,135915,135962,136290
2744,48443,terrell,texas,TX,984,950,921,891,907,864,818,810
2745,48445,terry,texas,TX,12651,12645,12610,12695,12782,12755,12826,12715
2746,48447,throckmorton,texas,TX,1641,1637,1610,1606,1612,1559,1548,1527
2747,48449,titus,texas,TX,32334,32423,32634,32623,32460,32720,32615,32904
2748,48451,tom green,texas,TX,110224,111753,113318,114722,116401,117598,117792,118019
2749,48453,travis,texas,TX,1024266,1061687,1096535,1121960,1151387,1178292,1204582,1226698
2750,48455,trinity,texas,TX,14585,14687,14370,14441,14276,14507,14513,14667
2751,48457,tyler,texas,TX,21766,21660,21484,21495,21448,21364,21434,21539
2752,48459,upshur,texas,TX,39309,39733,39920,39757,40245,40381,40864,41281
2753,48461,upton,texas,TX,3355,3282,3261,3384,3479,3650,3697,3663
2754,48463,uvalde,texas,TX,26405,26565,26715,26848,27062,26925,27106,27132
2755,48465,val verde,texas,TX,48879,48950,48923,49010,48808,48906,48953,49205
2756,48467,van zandt,texas,TX,52579,52491,52192,52317,52750,53410,54377,55182
2757,48469,victoria,texas,TX,86793,87530,89067,90058,90988,92082,92379,92084
2758,48471,walker,texas,TX,67861,68408,68596,69426,70001,70718,71701,72245
2759,48473,waller,texas,TX,43205,44088,44353,45413,46798,48639,50058,51307
2760,48475,ward,texas,TX,10658,10672,10825,11211,11578,11639,11589,11472
2761,48477,washington,texas,TX,33718,33957,33911,34191,34411,34869,34821,35043
2762,48479,webb,texas,TX,250304,255598,259964,263962,267168,269795,272401,274794
2763,48481,wharton,texas,TX,41280,41260,41064,41095,41073,41379,41634,41968
2764,48483,wheeler,texas,TX,5410,5445,5590,5719,5702,5668,5548,5358
2765,48485,wichita,texas,TX,131500,130776,131652,132134,132573,130871,131310,132000
2766,48487,wilbarger,texas,TX,13535,13440,13272,13185,12970,13049,12894,12764
2767,48489,willacy,texas,TX,22134,22166,22198,22027,21943,21882,21760,21584
2768,48491,williamson,texas,TX,422679,442177,456070,470448,488385,507420,527769,547545
2769,48493,wilson,texas,TX,42918,43668,44356,45228,46143,47162,48190,49304
2770,48495,winkler,texas,TX,7110,7161,7365,7631,7815,7995,7872,7574
